run0	18.931947317
run1	18.7929578749
run2	19.2315127876
run3	18.0550901897
run4	19.9255809037
run5	17.9996477366
run6	18.7046242694
run7	18.0436094047
run8	18.6955773259
run9	18.0274909161
run10	18.4827263807
run11	18.7891947146
run12	18.042171398
run13	18.9890835703
run14	17.8555979438
run15	19.1818535135
run16	18.8827314067
run17	19.3167762904
run18	19.8762126229
run19	18.7205915527
run20	18.9200715761
run21	19.5291289216
run22	18.4040897198
run23	18.1363176908
run24	26.8601481472
run25	17.5292483477
run26	19.4035173514
run27	19.1725157125
run28	17.9170677295
run29	18.4739844863
run30	18.4838082033
run31	18.7724663464
run32	19.6658921624
run33	18.7806573462
run34	18.5871044469
run35	18.7534094005
run36	19.6421754078
run37	17.9102621176
run38	19.9712625836
run39	19.2465040311
run40	19.5238752981
run41	18.0981075285
run42	19.2048328486
run43	22.7892612189
run44	19.1414871728
run45	19.9481463468
run46	19.270496649
run47	19.0946988362
run48	20.1316471537
run49	18.2801247269
run50	17.2478888985
run51	19.3696292405
run52	18.627636676
run53	19.0024043755
run54	19.5692249551
run55	19.2982271012
run56	18.6072587156
run57	19.7164772587
run58	18.9796673324
run59	18.8779448113
run60	18.8027725278
run61	18.4903890508
run62	18.0886931769
run63	17.8623662518
run64	18.2637675623
run65	19.9446042105
run66	18.657763356
run67	19.4937029247
run68	19.3639697244
run69	18.0978577427
run70	18.6050572378
run71	18.3158675818
run72	18.895954423
run73	19.0888505609
run74	18.5354915027
run75	18.7965520067
run76	19.0680509168
run77	18.3300645775
run78	19.1870137199
run79	18.3858412019
run80	19.503956151
run81	17.9242666972
run82	18.2556770207
run83	18.1066159247
run84	18.7438009714
run85	26.3185162414
run86	18.2820245059
run87	19.2289331231
run88	18.9034104951
run89	18.950252857
run90	18.3296953938
run91	18.5650975779
run92	17.5921579919
run93	18.7506107375
run94	22.6813702611
run95	19.1228440678
run96	19.5894718626
run97	18.476119723
run98	18.2492467294
run99	18.461659273
run100	19.0260876941
run101	19.0253569787
run102	17.7581340516
run103	18.4665232186
run104	19.3196243418
run105	18.3502428217
run106	23.5888778639
run107	18.4747552832
run108	18.8571063071
run109	18.3303231028
run110	19.0714782523
run111	19.0196279782
run112	19.1847865374
run113	18.5804841031
run114	19.6501247156
run115	18.7842265084
run116	21.4304252583
run117	18.7097993614
run118	18.9775752937
run119	18.8198875367
run120	19.1011954834
run121	18.5122443961
run122	18.5289723134
run123	18.3953594299
run124	18.8351197275
run125	18.5180353648
run126	18.9113891006
