run0	169.99792469
run1	163.917504777
run2	154.386511179
run3	178.804708646
run4	167.170045823
run5	161.05335434
run6	166.123797657
run7	167.128911193
run8	143.334226053
run9	143.49124954
run10	135.680929969
run11	144.832241664
run12	151.040262821
run13	154.047032736
run14	155.533024658
run15	163.822715083
run16	144.816673679
run17	156.027066373
run18	180.916973433
run19	173.276741184
run20	170.895992364
run21	174.572810154
run22	159.840662605
run23	162.5070566
run24	157.710777052
run25	174.691428735
run26	186.791947668
run27	161.547287015
run28	181.239086941
run29	169.362548067
run30	155.203999476
run31	152.44906605
run32	174.643291402
run33	159.109057854
run34	168.538298209
run35	153.93855221
run36	161.415589117
run37	168.838175056
run38	168.146020011
run39	175.210194382
run40	130.334568207
run41	170.582900286
run42	147.561315991
run43	171.24366132
run44	155.277212772
run45	149.743218923
run46	163.670903361
run47	175.260297297
run48	146.256630763
run49	147.753061899
run50	168.084523144
run51	153.481969658
run52	128.665300316
run53	165.378012988
run54	169.771054988
run55	166.648698692
run56	152.646598224
run57	179.337755483
run58	181.000767611
run59	135.016816453
run60	121.639118852
run61	160.319176926
run62	177.606908828
run63	167.323589887
run64	157.844411673
run65	168.44605282
run66	161.362719727
run67	126.99274543
run68	155.995857775
run69	143.982334782
run70	160.241652904
run71	148.657623038
run72	166.363339834
run73	129.945134123
run74	169.313083953
run75	159.786542807
run76	180.033708457
run77	159.872185185
run78	170.515734699
run79	176.756374072
run80	165.923810134
run81	178.216664055
run82	169.044516467
run83	160.223662763
run84	153.168782168
run85	145.703758492
run86	161.288471375
run87	170.517185098
run88	157.438025984
run89	161.763043933
run90	147.874884191
run91	182.777638526
run92	154.064348958
run93	152.754500091
run94	143.698213095
run95	145.097798153
run96	151.21979252
run97	161.397995041
run98	146.675637999
run99	144.38050994
run100	131.140055672
run101	123.411104349
run102	114.147253748
run103	141.968903649
run104	156.517236735
run105	105.063415549
run106	154.532101515
run107	109.236883205
run108	162.902996359
run109	153.598692552
run110	119.490286653
run111	146.145756866
run112	108.73465533
run113	151.89750422
run114	164.805178306
run115	132.300582352
run116	157.478490367
run117	126.673158233
run118	117.28954782
run119	154.796143087
run120	151.970070863
run121	141.43563389
run122	146.235402565
run123	160.76646584
run124	152.988375486
run125	153.025366924
run126	165.57263479
run127	151.125531757
run128	138.61628326
run129	131.976674951
run130	173.337510262
run131	137.408926744
run132	148.649182287
run133	137.271205202
run134	116.727353578
run135	144.285398681
run136	176.699695126
run137	147.724716711
run138	148.029280489
run139	148.039507149
run140	136.317368454
run141	168.13208809
run142	168.360201665
run143	138.104029469
run144	143.799670301
run145	146.877563313
run146	160.969651272
run147	155.348750708
run148	140.799354059
run149	161.309403139
run150	142.984294407
run151	170.46425687
run152	139.889742061
run153	108.816053032
run154	158.297355932
run155	174.408565441
run156	131.154298212
